headliner_name,event_date,event_venue,event_status,venue_address,artist_genre,ticket_link,n_listeners,artist_playcount,top_album,album_playcount
Marie Osmond,2023-12-07,Arlington Music Hall,scheduled,"224 N Center St, Arlington Texas 76011",['pop'],https://arlingtonmusichall.net/?utm_source=jambase,202928,1400620,Billboard # 1'sTop 100 Country Songs 1986,13684.0
CRi,2023-12-07,The Concourse Project,scheduled,"8509 Burleson Road, Austin Texas 78719",['indie'],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=561605&afflky=369NMM,202928,1400620,Juvenile,162427.0
Daniel Donato,2023-12-07,Rockefeller Hall,scheduled,"3620 Washington Ave, Houston Texas 77007","['country-music', 'jamband', 'rock']",https://www.eventbrite.com/e/daniel-donatos-cosmic-country-eggy-tickets-703958036437,202928,1400620,A Young Man's Country,43938.0
Luke Grimes,2023-12-07,The Studio at The Factory,scheduled,"2727 Canton Street, Dallas Texas 75226",[],https://www.axs.com/events/501557/luke-grimes-tickets?cid=usaffjambase&utm_source=jambase&utm_campaign=jambase,202928,1400620,No Horse To Ride,42001.0
Jake Worthington,2023-12-07,Sagebrush,scheduled,"5500 S Congress Ave, Austin Texas 78745",['country-music'],https://sagebrushtexas.com/?utm_source=jambase,202928,1400620,Billboard # 1'sTop 100 Country Songs 2014,9664.0
Jason Eady,2023-12-01,Sam’s Burger Joint,scheduled,"330 East Grayson Street, San Antonio Texas 78215","['americana', 'country-music', 'folk']",http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=564053&afflky=369NMM,202928,1400620,Daylight & Dark,30966.0
Girl in a Coma,2023-12-07,Continental Club,scheduled,"3700 Main St, Houston Texas 77002",[],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=564725&afflky=369NMM,202928,1400620,Both Before I'm Gone,237162.0
Buffalo Nichols,2023-12-07,Sam’s Burger Joint,scheduled,"330 East Grayson Street, San Antonio Texas 78215",['folk'],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=554885&afflky=369NMM,202928,1400620,Buffalo Nichols,38625.0
MC4D,2023-12-07,Green Light Social,scheduled,"2625 Floyd Street, Dallas Texas 75204",[],https://link.dice.fm/h1f2e5d476e4,202928,1400620,Will You Love Me,11568.0
Jackopierce,2023-12-07,Legacy Hall,scheduled,"7800 Windrose Ave, Plano Texas 75024",[],https://www.tixr.com/groups/dinproductions/events/jackopierce-35-year-anniversary-plano--79315?utm_source=jambase&utm_campaign=jambase,202928,1400620,Jackopierce,16503.0
Chip Davis,2023-12-07,Belcher Center,scheduled,"2100 S. Mobberly Ave, Longview Texas 75602",[],https://www.belchercenter.com/?utm_source=jambase,202928,1400620,Mannheim Steamroller Meets The Mouse,5260.0
Sofar Sounds Austin Secret Concert,2023-12-07,Sofar Sounds Manor Road,scheduled,", Austin Texas ",[],https://sofarsounds.sjv.io/c/252938/1332467/16078?u=https://www.sofarsounds.com/events/52731,202928,1400620,,
Jon Dee Graham,2023-12-07,The Post at River East,scheduled,"2925 Race Street, Fort Worth Texas 76111",[],https://www.tixr.com/groups/afallon/events/jon-dee-graham-84688?utm_source=jambase&utm_campaign=jambase,202928,1400620,Hooray For The Moon,11223.0
Stayin’ Alive – Bee Gee’s Tribute,2023-12-07,Majestic Theatre,scheduled,"1925 Elm Street, Dallas Texas 75201",[],https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fstayin-alive-one-night-of-the-dallas-texas-12-07-2023%2Fevent%2F0C005F2799432E44,202928,1400620,,
Queens of the Stone Age,2023-12-08,Moody Center,scheduled,"2001 Robert Dedman Dr, Austin Texas 78712","['blues', 'metal', 'rock']",https://ticketmaster.evyy.net/c/252938/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fqueens-of-the-stone-age-the-austin-texas-12-08-2023%2Fevent%2F3A005F2C9A2B1D24,202928,1400620,Songs for the Deaf,43429710.0
Thundercat,2023-12-08,Brushy Creek Amphitheater,scheduled,"1001 Co Rd 137, Hutto Texas 78634","['funk', 'hip-hop-rap', 'indie', 'rhythm-and-blues-soul']",https://www.axs.com/events/510174/spirit-of-orgain-23-tickets?cid=usaffjambase&utm_source=jambase&utm_campaign=jambase,202928,1400620,Drunk,19977887.0
Lil Darkie,2023-12-08,The Aztec Theatre,scheduled,"201 E Commerce St, San Antonio Texas 78205",['hip-hop-rap'],https://ticketmaster.evyy.net/c/252938/264167/4272?u=https%3A%2F%2Fconcerts.livenation.com%2Flil-darkie-and-the-collapse-of-san-antonio-texas-12-08-2023%2Fevent%2F3A005EC7DED96AAF,202928,1400620,SWAMP,3681094.0
Enjambre,2023-12-08,Legacy Hall,scheduled,"7800 Windrose Ave, Plano Texas 75024","['indie', 'latin', 'rock']",https://www.tixr.com/groups/dinproductions/events/enjambre-plano--73442?utm_source=jambase&utm_campaign=jambase,202928,1400620,Daltónico,1495194.0
Black Pumas,2023-12-08,The Factory in Deep Ellum,scheduled,"2713 Canton Street, Dallas Texas 75226",['rhythm-and-blues-soul'],https://www.axs.com/events/500615/black-pumas-tickets?cid=usaffjambase&utm_source=jambase&utm_campaign=jambase,202928,1400620,Black Pumas,2830574.0
Raja Kumari,2023-12-07,The Parish,scheduled,"214 E. Sixth St, Austin Texas 78701",[],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=568990&afflky=369NMM,202928,1400620,KARMA,18052.0
That Mexican OT,2023-12-07,Club El Patron,scheduled,"1616 South Chadbourne Street, San Angelo Texas 76903",[],https://www.tixr.com/groups/dinproductions/events/that-mexican-ot-san-angelo--85146?utm_source=jambase&utm_campaign=jambase,202928,1400620,Lonestar Luchador,387599.0
Tchami,2023-12-07,Mayfair Lounge & Terrace,scheduled,"501 W 6th Street Ste. 300, Austin Texas 78701","['edm', 'pop']",http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=575704&afflky=369NMM,202928,1400620,Year Zero,581901.0
Missio,2023-12-07,Paper Tiger,scheduled,"2410 N St Mary's St, San Antonio Texas 78212","['hip-hop-rap', 'indie', 'pop', 'rock']",http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=572482&afflky=369NMM,202928,1400620,LONER,2684959.0
Queens of the Stone Age,2023-12-06,Abraham Chavez Theatre,scheduled,"1 Civic Center Plaza, El Paso Texas 79901","['blues', 'metal', 'rock']",https://ticketmaster.evyy.net/c/252938/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fqueens-of-the-stone-age-the-el-paso-texas-12-06-2023%2Fevent%2F0C005F2EEAF15A96,202928,1400620,Songs for the Deaf,43429710.0
Colter Wall,2023-12-06,Longhorn Ballroom,scheduled,"216 Corinth St, Dallas Texas 75207","['country-music', 'folk']",https://www.longhornballroom.com/?utm_source=jambase,202928,1400620,Imaginary Appalachia,2342021.0
Black Pumas,2023-12-06,ACL Live at The Moody Theater,scheduled,"310 Willie Nelson Blvd, W. 2nd Street, Austin Texas 78701",['rhythm-and-blues-soul'],https://www.axs.com/events/501245/black-pumas-tickets?cid=usaffjambase&utm_source=jambase&utm_campaign=jambase,202928,1400620,Black Pumas,2830574.0
Silverstein,2023-12-06,Vibes Event Center,scheduled,"1211 East Houston, San Antonio Texas 78205","['metal', 'punk', 'rock']",https://www.eventbrite.com/e/silverstein-tickets-652955817427,202928,1400620,Discovering the Waterfront,8510712.0
WOODZ,2023-12-06,Smart Financial Centre at Sugar Land,scheduled,"18111 Lexington Blvd., Sugar Land Texas 77479","['kpop', 'pop']",http://www.smartfinancialcentre.net/?utm_source=jambase,202928,1400620,ONLY LOVERS LEFT,2787418.0
Arlo Parks,2023-12-06,Granada Theater,scheduled,"3524 Greenville Ave, Dallas Texas 75206","['indie', 'rhythm-and-blues-soul']",https://www.granadatheater.com/?utm_source=jambase,202928,1400620,Collapsed In Sunbeams,4321985.0
Missio,2023-12-06,The Secret Group,scheduled,"2101 Polk St, Houston Texas 77003","['hip-hop-rap', 'indie', 'pop', 'rock']",http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=573315&afflky=369NMM,202928,1400620,LONER,2684959.0
Warren Zeiders,2023-12-06,The Rustic,scheduled,"1836 Polk St, Houston Texas 77010",[],No Ticket Link,202928,1400620,717 Tapes the Album,145239.0
Katatonia,2023-12-06,Scout Bar,scheduled,"18307 Egret Bay Blvd., Houston Texas 77058",['metal'],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=566003&afflky=369NMM,202928,1400620,The Great Cold Distance,11731580.0
That Mexican OT,2023-12-06,Cowpokes,scheduled,"2216 Interstate 27, Lubbock Texas 79404",[],https://www.tixr.com/groups/dinproductions/events/that-mexican-ot-lubbock--85149?utm_source=jambase&utm_campaign=jambase,202928,1400620,Lonestar Luchador,387599.0
Scene Queen,2023-12-06,Trees,scheduled,"2707 Elm Street, Dallas Texas 75226","['hip-hop-rap', 'pop']",http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=566576&afflky=369NMM,202928,1400620,Bimbocore,816399.0
Raja Kumari,2023-12-06,Club DaDa,scheduled,"2720 Elm Street, Dallas  Texas 75223",[],https://www.dadadallas.com/?utm_source=jambase,202928,1400620,KARMA,18052.0
Possessed,2023-12-06,Come and Take It Live,scheduled,"2015 E. Riverside Dr., Austin Texas 78741",['metal'],https://etix.prf.hn/click/camref:1101lGKCg/destination:https://www.etix.com/ticket/p/57865126/possessed-austin-come-and-take-it-live,202928,1400620,Seven Churches,1856544.0
Open Mike Eagle,2023-12-06,White Oak Music Hall (Upstairs),scheduled,"2915 N Main St, Houston Texas 77009",['hip-hop-rap'],https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fopen-mike-eagle-houston-texas-12-06-2023%2Fevent%2F3A005F45A3EE39C3,202928,1400620,Brick Body Kids Still Daydream,1570201.0
JD McPherson,2023-12-06,Antone’s,scheduled,"305 E 5th St, Austin Texas 78701","['blues', 'blues-rock', 'funk', 'rock']",https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fjd-mcpherson-socks-a-rock-n-austin-texas-12-06-2023%2Fevent%2F3A005F3AD77C3D0B,202928,1400620,Signs & Signifiers,561955.0
Old 97’s,2023-12-06,House of Blues,scheduled,"1204 Caroline St, Houston Texas 77002","['americana', 'country-music', 'folk', 'indie', 'pop', 'rock']",https://ticketmaster.evyy.net/c/252938/264167/4272?u=https%3A%2F%2Fconcerts.livenation.com%2Fold-97s-houston-texas-12-06-2023%2Fevent%2F3A005F348FD62202,202928,1400620,Too Far to Care,514.0
Shaun Cassidy,2023-12-06,Arlington Music Hall,scheduled,"224 N Center St, Arlington Texas 76011",['pop'],https://arlingtonmusichall.net/?utm_source=jambase,202928,1400620,Shaun Cassidy,24253.0
Dailey & Vincent,2023-12-06,Brauntex Performing Arts Theatre,scheduled,"290 West San Antonio Street, New Braunfels Texas 78130",['bluegrass'],http://www.brauntex.org/?utm_source=jambase,202928,1400620,,
Buffalo Nichols,2023-12-06,Sundown at Granada,scheduled,"3520 Greenville Ave., Dallas Texas 75206",['folk'],https://sundownatgranada.com/?utm_source=jambase,202928,1400620,Buffalo Nichols,38625.0
Jackopierce,2023-12-06,Stateside at The Paramount,scheduled,"719 Congress Ave., Austin Texas 78701",[],https://www.austintheatre.org/?utm_source=jambase,202928,1400620,Jackopierce,16503.0
Early Moods,2023-12-06,Paper Tiger,scheduled,"2410 N St Mary's St, San Antonio Texas 78212",['rock'],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=570549&afflky=369NMM,202928,1400620,Early Moods,30982.0
Jarekus Singleton,2023-12-06,Sam’s Burger Joint,scheduled,"330 East Grayson Street, San Antonio Texas 78215",[],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=569961&afflky=369NMM,202928,1400620,Refuse To Lose,14942.0
Stayin’ Alive – Bee Gee’s Tribute,2023-12-06,Paramount Theatre,scheduled,"713 Congress, Austin Texas 78701",[],https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Ftickets.austintheatre.org%2F10151%2F10152,202928,1400620,,
Rod Wave,2023-12-07,Toyota Center,scheduled,"1510 Polk Street, Houston Texas 77002",['hip-hop-rap'],https://www.axs.com/events/501959/rod-wave-tickets?cid=usaffjambase&utm_source=jambase&utm_campaign=jambase,202928,1400620,SoulFly,3214734.0
Train,2023-12-07,713 Music Hall,scheduled,"401 Franklin Street, Houston Texas 77201","['pop', 'rock']",https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fconcerts.livenation.com%2Fmix-965s-deck-the-hall-ball-houston-texas-12-07-2023%2Fevent%2F3A005F3399201D79,202928,1400620,Drops of Jupiter,6836371.0
Akon,2023-12-07,Bayou Music Center,scheduled,"520 Texas Ave, Houston Texas 77002",['pop'],https://ticketmaster.evyy.net/c/252938/264167/4272?u=https%3A%2F%2Fconcerts.livenation.com%2Fakon-super-fan-tour-houston-texas-12-07-2023%2Fevent%2F3A005F27C7103EC8,202928,1400620,Konvicted,8501070.0
Colter Wall,2023-12-07,Longhorn Ballroom,scheduled,"216 Corinth St, Dallas Texas 75207","['country-music', 'folk']",https://www.longhornballroom.com/?utm_source=jambase,202928,1400620,Imaginary Appalachia,2342021.0
Hot Chip,2023-12-08,Superstition,scheduled,"112 E Riverside Dr, Austin Texas 78704","['edm', 'indie', 'indie-rock', 'pop', 'rock']",https://link.dice.fm/A99acaa2bc9f,202928,1400620,Made in the Dark,11343286.0
Cascada,2023-12-08,RISE Rooftop,scheduled,"2600 Travis, Houston Texas 77006","['edm', 'hip-hop-rap', 'pop']",http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=569690&afflky=369NMM,202928,1400620,Everytime We Touch,5521906.0
Blue October,2023-12-08,Abraham Chavez Theatre,scheduled,"1 Civic Center Plaza, El Paso Texas 79901","['pop', 'rock']",https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fblue-october-el-paso-texas-12-08-2023%2Fevent%2F0C005EEEC8DB4256,202928,1400620,Foiled,5467534.0
Buffalo Nichols,2023-12-08,Antone’s,scheduled,"305 E 5th St, Austin Texas 78701",['folk'],https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fbuffalo-nichols-austin-texas-12-08-2023%2Fevent%2F3A005EC8C46A58FA,202928,1400620,Buffalo Nichols,38625.0
A.J. Croce,2023-12-08,Paramount Theatre,scheduled,"713 Congress, Austin Texas 78701",[],https://www.austintheatre.org/about-us/paramount-theatre?utm_source=jambase,202928,1400620,A.J. Croce,15572.0
Maxinne,2023-12-08,The Cut,scheduled,"715 Red River St, Austin Texas 78701",['edm'],https://link.dice.fm/I323043ff90f,202928,1400620,Red Alert,15970.0
Combust,2023-12-08,Cheap Steaks,scheduled,"2613 Elm Street, Dallas Texas 75226","['metal', 'punk']",https://etix.prf.hn/click/camref:1101lGKCg/destination:https://www.etix.com/ticket/p/66369528/combust-mutually-assured-destruction-dallas-cheapsteaks-dallastx,202928,1400620,Another Life,73478.0
Sofar Sounds Houston Secret Concert,2023-12-08,Sofar Sounds The Heights,scheduled,", Houston Texas ",[],https://sofarsounds.sjv.io/c/252938/1332467/16078?u=https://www.sofarsounds.com/events/51523,202928,1400620,,
Sofar Sounds Dallas / Fort Worth Secret Concert,2023-12-08,Sofar Sounds Fort Worth,scheduled,", Fort Worth Texas ",[],https://sofarsounds.sjv.io/c/252938/1332467/16078?u=https://www.sofarsounds.com/events/51749,202928,1400620,,
Stayin’ Alive – Bee Gee’s Tribute,2023-12-08,Charlie McCombs Empire Theatre,scheduled,"266 N. St. Mary's St., San Antonio Texas 78205",[],https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fwww.majesticempire.com%2Fevents%2Fstayin-alive%2Fempire-theatre%2Fcalendar%2F,202928,1400620,,
Mamahawk,2023-12-08,The 13th floor,scheduled,"711 Red River Street, Austin Texas 78701",[],https://link.dice.fm/U782bcea9bab,202928,1400620,Brain Invaderz!,8646.0
Legs Diamond,2023-12-08,Vibes Event Center,scheduled,"1211 East Houston, San Antonio Texas 78205",[],https://www.tixr.com/groups/dinproductions/events/legs-diamond-san-antonio--84327?utm_source=jambase&utm_campaign=jambase,202928,1400620,Land of the Gun,18253.0
Marquis of Vaudeville,2023-12-08,Trees,scheduled,"2707 Elm Street, Dallas Texas 75226",[],http://trees.com?utm_source=jambase,202928,1400620,The Great Promenade of Fools & Ghosts,13599.0
Rod Wave,2023-12-09,Dickies Arena,scheduled,"3464 Trail Dr, Fort Worth Texas 76107",['hip-hop-rap'],https://ticketmaster.evyy.net/c/252938/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Frod-wave-nostalgia-tour-fort-worth-texas-12-09-2023%2Fevent%2F0C005F2605AE4CBC,202928,1400620,SoulFly,3214734.0
GZA,2023-12-09,Brushy Creek Amphitheater,scheduled,"1001 Co Rd 137, Hutto Texas 78634",['hip-hop-rap'],https://www.axs.com/events/510840/chess-boxing-with-gza-tickets?cid=usaffjambase&utm_source=jambase&utm_campaign=jambase,202928,1400620,Liquid Swords,5000554.0
Queens of the Stone Age,2023-12-09,713 Music Hall,scheduled,"401 Franklin Street, Houston Texas 77201","['blues', 'metal', 'rock']",https://ticketmaster.evyy.net/c/252938/264167/4272?u=https%3A%2F%2Fconcerts.livenation.com%2Fqueens-of-the-stone-age-the-houston-texas-12-09-2023%2Fevent%2F3A005F2D00575315,202928,1400620,Songs for the Deaf,43429710.0
100 gecs,2023-12-09,Curtis Culwell Center,scheduled,"4999 Naaman Forest Boulevard, Garland  Texas 75040","['edm', 'hip-hop-rap']",http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=564667&afflky=369NMM,202928,1400620,1000 gecs,25537531.0
Lil Darkie,2023-12-09,White Oak Music Hall (Downstairs),scheduled,"2915 N Main St, Houston Texas 77009",['hip-hop-rap'],https://ticketmaster.evyy.net/c/252938/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Flil-darkie-and-the-collapse-of-houston-texas-12-09-2023%2Fevent%2F3A005EC5949C1E5A,202928,1400620,SWAMP,3681094.0
Christine D’Clario,2023-12-09,Center Church,scheduled,"4801 North Cage Boulevard, Pharr Texas 78577","['christian', 'latin']",No Ticket Link,202928,1400620,Más Profundo,39.0
Enjambre,2023-12-09,La Catedral,scheduled,"7500W W Expy 83, Mission Texas 78572","['indie', 'latin', 'rock']",https://www.tixr.com/groups/dinproductions/events/enjambre-mission--79435?utm_source=jambase&utm_campaign=jambase,202928,1400620,Daltónico,1495194.0
Black Pumas,2023-12-09,House of Blues,scheduled,"1204 Caroline St, Houston Texas 77002",['rhythm-and-blues-soul'],http://ticketmaster.evyy.net/c/252938/264167/4272?u=https%3A%2F%2Fconcerts.livenation.com%2Fblack-pumas-houston-texas-12-09-2023%2Fevent%2F3A005F18B2DC3D62,202928,1400620,Black Pumas,2830574.0
Amy Grant,2023-12-09,Music Hall at Fair Park,scheduled,"909 1st Ave, Dallas Texas 75210",['christian'],https://www.liveatthemusichall.com/?utm_source=jambase,202928,1400620,Home For Christmas,515419.0
Jazmin Bean,2023-12-09,The Bronze Peacock at House of Blues,scheduled,"1204 Caroline St, Houston Texas 77002",['rock'],https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fconcerts.livenation.com%2Fjazmin-bean-the-terrified-tour-houston-texas-12-09-2023%2Fevent%2F3A005F03A44426EF,202928,1400620,Worldwide Torture,3492615.0
Blue October,2023-12-09,Boeing Center at Tech Port,scheduled,"3331 General Hudnell Drive Access Road, San Antonio Texas 78226","['pop', 'rock']",https://etix.prf.hn/click/camref:1101lGKCg/destination:https://www.etix.com/ticket/p/5932394/blue-october-san-antonio-boeing-center-at-tech-port?utm_source=jambase&utm_campaign=jambase,202928,1400620,Foiled,5467534.0
A Skylit Drive,2023-12-09,Come and Take It Live,scheduled,"2015 E. Riverside Dr., Austin Texas 78741","['metal', 'punk']",https://etix.prf.hn/click/camref:1101lGKCg/destination:https://www.etix.com/ticket/p/64024871/a-skylit-drivewires-and-the-concept-of-breathing-15year-anniversary-tour-austin-come-and-take-it-live,202928,1400620,Wires...And the Concept of Breathing,2973757.0
That Mexican OT,2023-12-09,Home Run Dugout,scheduled,"1220 Grand West Boulevard, Katy Texas 77449",[],https://www.tixr.com/groups/dinproductions/events/that-mexican-ot-katy--85140?utm_source=jambase&utm_campaign=jambase,202928,1400620,Lonestar Luchador,387599.0
This Wild Life,2023-12-09,Vibes Event Center,scheduled,"1211 East Houston, San Antonio Texas 78205",['punk'],https://vibeseventcenter.com/?utm_source=jambase,202928,1400620,Clouded (Deluxe Edition),629674.0
Upon A Burning Body,2023-12-09,The Ector Theatre,scheduled,"500 N Texas Ave, Odessa Texas 79761","['metal', 'punk']",https://etix.prf.hn/click/camref:1101lGKCg/destination:https://etix.prf.hn/click/camref:1101lGKCg/destination:https://www.etix.com/ticket/p/68944150/upon-a-burning-bodyall-is-takengridironall-falls-downkilter-odessa-the-ector-theatre,202928,1400620,Red. White. Green.,1007686.0
Emery,2023-12-09,Trees,scheduled,"2707 Elm Street, Dallas Texas 75226","['metal', 'punk']",https://www.axs.com/events/510024/emery-the-almost-tickets?cid=usaffjambase&utm_source=jambase&utm_campaign=jambase,202928,1400620,The Question,3896820.0
Shane Smith & The Saints,2023-12-09,White Oak Music Hall,scheduled,"2915 N Main, Houston Texas 77009","['americana', 'country-music', 'folk']",https://ticketmaster.evyy.net/c/252938/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fshane-smith-the-saints-ugly-christmas-houston-texas-12-09-2023%2Fevent%2F3A005F332C36802B,202928,1400620,,
Shallou,2023-12-09,Empire Control Room & Garage,scheduled,"606 E. 7th Street, Austin Texas 78701","['edm', 'indie']",http://empireatx.com/?utm_source=jambase,202928,1400620,Souls,553001.0
MC4D,2023-12-08,Empire Garage,scheduled,"606 E. 7th Street, Austin Texas 78701",[],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=571491&afflky=369NMM,202928,1400620,Will You Love Me,11568.0
Tape B,2023-12-08,Kingdom,scheduled,"103 E. 5th St. Suite B, Austin Texas 78701",[],https://www.kingdomnightclub.com/?utm_source=jambase,202928,1400620,Hallow Tapes,20021.0
A Skylit Drive,2023-12-08,Scout Bar,scheduled,"18307 Egret Bay Blvd., Houston Texas 77058","['metal', 'punk']",http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=570228&afflky=369NMM,202928,1400620,Wires...And the Concept of Breathing,2973757.0
George Birge,2023-12-08,Brewster Street Ice House,scheduled,"1724 N. Tancahua, Corpus Christi Texas 78401",['country-music'],http://www.brewsterstreet.net?utm_source=jambase,202928,1400620,Mind On You,15605.0
This Wild Life,2023-12-08,Granada Theater,scheduled,"3524 Greenville Ave, Dallas Texas 75206",['punk'],https://www.granadatheater.com/?utm_source=jambase,202928,1400620,Clouded (Deluxe Edition),629674.0
That Mexican OT,2023-12-08,The Railhouse,scheduled,"107 E Center Street, Kyle Texas 78640",[],https://www.tixr.com/groups/dinproductions/events/that-mexican-ot-kyle--85143?utm_source=jambase&utm_campaign=jambase,202928,1400620,Lonestar Luchador,387599.0
Hayden James,2023-12-08,The Lowbrow Palace,scheduled,"111 Robinson Ave, El Paso Texas 79902","['edm', 'indie', 'pop', 'rhythm-and-blues-soul']",http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=573887&afflky=369NMM,202928,1400620,Between Us,722863.0
Shallou,2023-12-08,White Oak Music Hall (Upstairs),scheduled,"2915 N Main St, Houston Texas 77009","['edm', 'indie']",https://ticketmaster.evyy.net/c/252938/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fshallou-in-touch-the-tour-houston-texas-12-08-2023%2Fevent%2F3A005F252296585C,202928,1400620,Souls,553001.0
Eptic,2023-12-08,Stereo Live,scheduled,"6400 Richmond Avenue, Houston Texas 77057",['edm'],https://www.eventbrite.com/e/eptic-hell-on-earth-tour-w-eliminate-stereo-live-houston-tickets-710611647567,202928,1400620,The End of the World,95550.0
Marc Broussard,2023-12-08,Longhorn Ballroom,scheduled,"216 Corinth St, Dallas Texas 75207","['indie', 'pop']",https://www.longhornballroom.com/?utm_source=jambase,202928,1400620,Carencro,1012868.0
Vintage Trouble,2023-12-08,Billy Bobs,scheduled,"2520 Rodeo Plz, Fort Worth Texas 76164","['blues', 'funk', 'rock']",https://billybobstexas.com/?utm_source=jambase,202928,1400620,The Bomb Shelter Sessions,488675.0
G Jones,2023-12-08,11:11,scheduled,"9740 Dyer St Suite #117, El Paso Texas 79924",['edm'],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=560409&afflky=369NMM,202928,1400620,The Ineffable Truth,513671.0
Secretto,2023-12-08,Club Escapade 2001,scheduled,"11903 Eastex Fwy, Houston Texas 77039",[],https://prf.hn/click/camref:1011l9QnS/destination:https://www.stubhub.com/secretto-houston-tickets-12-8-2023/event/152016480/,202928,1400620,Tan Bella y Tan Presumida,31799.0
Shane Smith & The Saints,2023-12-08,Arlington Backyard,scheduled,"1650 E Randol Mill Rd STE 140, Arlington Texas 76011","['americana', 'country-music', 'folk']",https://www.axs.com/events/507632/shane-smith-the-saints-annual-ugly-sweater-party-concert-tickets?cid=usaffjambase&utm_source=jambase&utm_campaign=jambase,202928,1400620,,
JD McPherson,2023-12-08,Tulips,scheduled,"112 St. Louis Ave, Fort Worth Texas 76104","['blues', 'blues-rock', 'funk', 'rock']",http://tulipsftw.com/?utm_source=jambase,202928,1400620,Signs & Signifiers,561955.0
Cam Cole,2023-12-08,Club DaDa,scheduled,"2720 Elm Street, Dallas  Texas 75223",[],https://www.dadadallas.com/?utm_source=jambase,202928,1400620,I See,175602.0
Old 97’s,2023-12-08,HiCo Hall,scheduled,"101 West Avenue B, Hico Texas 76457","['americana', 'country-music', 'folk', 'indie', 'pop', 'rock']",No Ticket Link,202928,1400620,Too Far to Care,514.0
BRONCHO,2023-12-08,Radio/East,scheduled,"3504 Montopolis Drive, Austin Texas 78744","['indie', 'indie-rock', 'rock']",https://link.dice.fm/Ee2488d7206e,202928,1400620,Just Enough Hip To Be Woman,1246060.0
Huser Brothers,2023-12-08,Gruene Hall,scheduled,"1281 Gruene Rd, New Braunfels Texas 78130",[],http://gruenehall.com/?utm_source=jambase,202928,1400620,(null),12.0
Sunnery James & Ryan Marciano,2023-12-08,NOTO Houston,scheduled,"3215 McKinney Street, Houston Texas 77003","['edm', 'pop']",http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=566757&afflky=369NMM,202928,1400620,,
Jack Ingram,2023-12-08,The Heights Theater,scheduled,"339 West 19th Street, Houston Texas 77008",['country-music'],http://theheightstheater.com/?utm_source=jambase,202928,1400620,This Is It,336973.0
Andy Frasco & The U.N.,2023-12-08,Deep Ellum Art Company,scheduled,"3200 Commerce Street, Dallas Texas 75226","['blues', 'folk', 'jamband', 'rock']",https://deepellumart.co/?utm_source=jambase,202928,1400620,,
Bob Schneider,2023-12-08,Sam’s Burger Joint,scheduled,"330 East Grayson Street, San Antonio Texas 78215","['folk', 'indie', 'pop']",http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=550113&afflky=369NMM,202928,1400620,I'm Good Now,175373.0
Marie Osmond,2023-12-08,Arlington Music Hall,scheduled,"224 N Center St, Arlington Texas 76011",['pop'],https://arlingtonmusichall.net/?utm_source=jambase,202928,1400620,Billboard # 1'sTop 100 Country Songs 1986,13684.0
Sydney Sprague,2023-12-08,Andy’s Bar,scheduled,"122 N Locust St # B,, Denton Texas 76201",['indie'],https://andysdenton.com/?utm_source=jambase,202928,1400620,maybe i will see you at the end of the world,187087.0
